DEBUG: 2025-02-19 22:41:19, Query: 'ser', IP: 127.0.0.1:37554, Execution Time: 20.003ms, Result: STRING NOT FOUND
2025-02-19 23:51:02, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140326782663456'>', IP: 127.0.0.1:12345,        Execution Time: 0.099ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:51:05, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140253909949488'>', IP: 127.0.0.1:12345,        Execution Time: 0.856ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:51:05, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140253909949488'>', IP: 127.0.0.1:12345,        Execution Time: 0.223ms, Result: STRING NOT FOUND
2025-02-19 23:51:05, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140253909949488'>', IP: 127.0.0.1:12345,        Execution Time: 0.109ms, Result: STRING NOT FOUND
2025-02-19 23:51:05, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140253909949488'>', IP: 127.0.0.1:12345,        Execution Time: 0.123ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:51:05, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140253909949488'>', IP: 127.0.0.1:12345,        Execution Time: 0.091ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:52:10, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140548888055136'>', IP: 127.0.0.1:12345,        Execution Time: 0.762ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:52:10, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140548888055136'>', IP: 127.0.0.1:12345,        Execution Time: 0.108ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:52:10, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140548888055136'>', IP: 127.0.0.1:12345,        Execution Time: 0.288ms, Result: STRING NOT FOUND
2025-02-19 23:52:10, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140548888055136'>', IP: 127.0.0.1:12345,        Execution Time: 0.127ms, Result: STRING NOT FOUND
2025-02-19 23:52:10, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140548888055136'>', IP: 127.0.0.1:12345,        Execution Time: 0.099ms, Result: STRING NOT FOUND
2025-02-19 23:52:35, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139968807982160'>', IP: 127.0.0.1:12345,        Execution Time: 0.941ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:52:35, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139968807982160'>', IP: 127.0.0.1:12345,        Execution Time: 0.138ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:52:35, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139968807982160'>', IP: 127.0.0.1:12345,        Execution Time: 0.107ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:52:35, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139968807982160'>', IP: 127.0.0.1:12345,        Execution Time: 0.107ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:52:35, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139968807982160'>', IP: 127.0.0.1:12345,        Execution Time: 0.608ms, Result: STRING NOT FOUND
2025-02-19 23:53:10, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139981029986064'>', IP: 127.0.0.1:12345,        Execution Time: 0.799ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:53:10, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139981029986064'>', IP: 127.0.0.1:12345,        Execution Time: 0.096ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:53:10, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139981029986064'>', IP: 127.0.0.1:12345,        Execution Time: 0.085ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:53:10, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139981029986064'>', IP: 127.0.0.1:12345,        Execution Time: 0.103ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:53:10, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139981029986064'>', IP: 127.0.0.1:12345,        Execution Time: 0.134ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:53:37, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140532848381712'>', IP: 127.0.0.1:12345,        Execution Time: 0.774ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:53:37, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140532848381712'>', IP: 127.0.0.1:12345,        Execution Time: 0.094ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:53:37, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140532848381712'>', IP: 127.0.0.1:12345,        Execution Time: 0.115ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:53:37, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140532848381712'>', IP: 127.0.0.1:12345,        Execution Time: 0.087ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:53:37, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140532848381712'>', IP: 127.0.0.1:12345,        Execution Time: 0.09ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:53:46, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140536245851312'>', IP: 127.0.0.1:12345,        Execution Time: 1.087ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:53:46, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140536245851312'>', IP: 127.0.0.1:12345,        Execution Time: 0.337ms, Result: STRING NOT FOUND
2025-02-19 23:53:46, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140536245851312'>', IP: 127.0.0.1:12345,        Execution Time: 0.141ms, Result: STRING NOT FOUND
2025-02-19 23:53:46, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140536245851312'>', IP: 127.0.0.1:12345,        Execution Time: 0.118ms, Result: STRING NOT FOUND
2025-02-19 23:53:46, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140536245851312'>', IP: 127.0.0.1:12345,        Execution Time: 0.13ms, Result: STRING NOT FOUND
2025-02-19 23:53:58, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139871698260256'>', IP: 127.0.0.1:12345,        Execution Time: 0.865ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:53:58, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139871698260256'>', IP: 127.0.0.1:12345,        Execution Time: 0.1ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:53:58, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139871698260256'>', IP: 127.0.0.1:12345,        Execution Time: 0.134ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:53:58, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139871698260256'>', IP: 127.0.0.1:12345,        Execution Time: 0.099ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:53:58, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139871698260256'>', IP: 127.0.0.1:12345,        Execution Time: 0.096ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:54:09, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140506078796224'>', IP: 127.0.0.1:12345,        Execution Time: 0.93ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:54:09, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140506078796224'>', IP: 127.0.0.1:12345,        Execution Time: 0.154ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:54:09, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140506078796224'>', IP: 127.0.0.1:12345,        Execution Time: 0.112ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:54:09, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140506078796224'>', IP: 127.0.0.1:12345,        Execution Time: 0.101ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:54:09, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140506078796224'>', IP: 127.0.0.1:12345,        Execution Time: 0.09ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:54:43, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140008216629584'>', IP: 127.0.0.1:12345,        Execution Time: 0.793ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:54:43, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140008216629584'>', IP: 127.0.0.1:12345,        Execution Time: 0.097ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:54:43, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140008216629584'>', IP: 127.0.0.1:12345,        Execution Time: 0.25ms, Result: STRING NOT FOUND
2025-02-19 23:54:43, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140008216629584'>', IP: 127.0.0.1:12345,        Execution Time: 0.122ms, Result: STRING NOT FOUND
2025-02-19 23:54:43, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140008216629584'>', IP: 127.0.0.1:12345,        Execution Time: 0.112ms, Result: STRING NOT FOUND
2025-02-19 23:54:52, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139789419582592'>', IP: 127.0.0.1:12345,        Execution Time: 0.881ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:54:52, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139789419582592'>', IP: 127.0.0.1:12345,        Execution Time: 0.129ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:54:52, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139789419582592'>', IP: 127.0.0.1:12345,        Execution Time: 0.104ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:54:52, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139789419582592'>', IP: 127.0.0.1:12345,        Execution Time: 0.097ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:54:52, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139789419582592'>', IP: 127.0.0.1:12345,        Execution Time: 0.629ms, Result: STRING NOT FOUND
2025-02-19 23:55:37, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139681174032528'>', IP: 127.0.0.1:12345,        Execution Time: 0.728ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:55:37, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139681174032528'>', IP: 127.0.0.1:12345,        Execution Time: 0.1ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:55:37, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139681174032528'>', IP: 127.0.0.1:12345,        Execution Time: 0.147ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:55:37, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139681174032528'>', IP: 127.0.0.1:12345,        Execution Time: 0.104ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:55:37, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139681174032528'>', IP: 127.0.0.1:12345,        Execution Time: 0.094ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:55:50, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139908826568144'>', IP: 127.0.0.1:12345,        Execution Time: 0.738ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:55:50, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139908826568144'>', IP: 127.0.0.1:12345,        Execution Time: 0.099ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:55:50, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139908826568144'>', IP: 127.0.0.1:12345,        Execution Time: 0.107ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:55:50, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139908826568144'>', IP: 127.0.0.1:12345,        Execution Time: 0.264ms, Result: STRING NOT FOUND
2025-02-19 23:55:50, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139908826568144'>', IP: 127.0.0.1:12345,        Execution Time: 0.136ms, Result: STRING NOT FOUND
2025-02-19 23:57:41, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139737748411712'>', IP: 127.0.0.1:12345,        Execution Time: 0.899ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:57:41, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139737748411712'>', IP: 127.0.0.1:12345,        Execution Time: 0.117ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:57:41, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139737748411712'>', IP: 127.0.0.1:12345,        Execution Time: 0.101ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:57:41, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139737748411712'>', IP: 127.0.0.1:12345,        Execution Time: 0.099ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:57:41, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139737748411712'>', IP: 127.0.0.1:12345,        Execution Time: 0.099ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:57:44, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139698724083584'>', IP: 127.0.0.1:12345,        Execution Time: 1.19ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:57:44, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139698724083584'>', IP: 127.0.0.1:12345,        Execution Time: 0.399ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:57:44, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139698724083584'>', IP: 127.0.0.1:12345,        Execution Time: 0.138ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:57:44, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139698724083584'>', IP: 127.0.0.1:12345,        Execution Time: 0.123ms, Result: ERROR: FILE NOT FOUND
2025-02-19 23:57:44, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139698724083584'>', IP: 127.0.0.1:12345,        Execution Time: 0.105ms, Result: ERROR: FILE NOT FOUND
2025-02-21 08:49:03, Query: 'adf', IP: 127.0.0.1:59714,        Execution Time: 22.195ms, Result: STRING NOT FOUND
2025-02-21 08:49:14, Query: '22;0;1;11;0;8;5;0;', IP: 127.0.0.1:59714,        Execution Time: 0.02ms, Result: STRING EXISTS
2025-02-21 08:49:20, Query: '22;0;21;16;0;19;3;0;', IP: 127.0.0.1:59714,        Execution Time: 0.023ms, Result: STRING EXISTS
2025-02-21 08:49:22, Query: 'asdf', IP: 127.0.0.1:59714,        Execution Time: 0.021ms, Result: STRING NOT FOUND
2025-02-21 08:55:14, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140375357724064'>', IP: 127.0.0.1:12345, Execution Time: 1.911ms, Result: ERROR: FILE NOT FOUND
2025-02-21 08:55:14, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140375357724064'>', IP: 127.0.0.1:12345, Execution Time: 0.098ms, Result: ERROR: FILE NOT FOUND
2025-02-21 08:55:14, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140375357724064'>', IP: 127.0.0.1:12345, Execution Time: 0.104ms, Result: ERROR: FILE NOT FOUND
2025-02-21 08:55:14, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140375357724064'>', IP: 127.0.0.1:12345, Execution Time: 0.09ms, Result: ERROR: FILE NOT FOUND
2025-02-21 08:55:14, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140375357724064'>', IP: 127.0.0.1:12345, Execution Time: 0.1ms, Result: ERROR: FILE NOT FOUND
2025-02-21 08:57:00, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140417193645136'>', IP: 127.0.0.1:12345, Execution Time: 0.795ms, Result: ERROR: FILE NOT FOUND
2025-02-21 08:57:00, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140417193645136'>', IP: 127.0.0.1:12345, Execution Time: 0.094ms, Result: ERROR: FILE NOT FOUND
2025-02-21 08:57:00, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140417193645136'>', IP: 127.0.0.1:12345, Execution Time: 0.09ms, Result: ERROR: FILE NOT FOUND
2025-02-21 08:57:00, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140417193645136'>', IP: 127.0.0.1:12345, Execution Time: 0.093ms, Result: ERROR: FILE NOT FOUND
2025-02-21 08:57:00, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140417193645136'>', IP: 127.0.0.1:12345, Execution Time: 0.124ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:12:36, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140451910946912'>', IP: 127.0.0.1:12345, Execution Time: 0.744ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:12:36, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140451910946912'>', IP: 127.0.0.1:12345, Execution Time: 1.683ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:12:36, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140451910946912'>', IP: 127.0.0.1:12345, Execution Time: 0.095ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:12:36, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140451910946912'>', IP: 127.0.0.1:12345, Execution Time: 0.303ms, Result: STRING NOT FOUND
2025-02-21 09:12:36, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140451910946912'>', IP: 127.0.0.1:12345, Execution Time: 0.134ms, Result: STRING NOT FOUND
2025-02-21 09:13:00, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140322764681568'>', IP: 127.0.0.1:12345, Execution Time: 0.839ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:13:00, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140322764681568'>', IP: 127.0.0.1:12345, Execution Time: 0.09ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:13:00, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140322764681568'>', IP: 127.0.0.1:12345, Execution Time: 0.105ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:13:00, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140322764681568'>', IP: 127.0.0.1:12345, Execution Time: 0.078ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:13:00, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140322764681568'>', IP: 127.0.0.1:12345, Execution Time: 0.137ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:13:07, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140201383326240'>', IP: 127.0.0.1:12345, Execution Time: 0.774ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:13:07, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140201383326240'>', IP: 127.0.0.1:12345, Execution Time: 0.101ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:13:07, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140201383326240'>', IP: 127.0.0.1:12345, Execution Time: 0.078ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:13:07, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140201383326240'>', IP: 127.0.0.1:12345, Execution Time: 0.079ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:13:07, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='140201383326240'>', IP: 127.0.0.1:12345, Execution Time: 0.273ms, Result: STRING NOT FOUND
2025-02-21 09:14:05, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139897450923344'>', IP: 127.0.0.1:12345, Execution Time: 0.712ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:14:05, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139897450923344'>', IP: 127.0.0.1:12345, Execution Time: 0.082ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:14:05, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139897450923344'>', IP: 127.0.0.1:12345, Execution Time: 0.077ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:14:05, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139897450923344'>', IP: 127.0.0.1:12345, Execution Time: 0.081ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:14:05, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139897450923344'>', IP: 127.0.0.1:12345, Execution Time: 0.262ms, Result: STRING NOT FOUND
2025-02-21 09:14:10, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139717326355952'>', IP: 127.0.0.1:12345, Execution Time: 0.814ms, Result: STRING NOT FOUND
2025-02-21 09:14:10, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139717326355952'>', IP: 127.0.0.1:12345, Execution Time: 0.41ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:14:10, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139717326355952'>', IP: 127.0.0.1:12345, Execution Time: 0.076ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:14:10, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139717326355952'>', IP: 127.0.0.1:12345, Execution Time: 0.098ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:14:10, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139717326355952'>', IP: 127.0.0.1:12345, Execution Time: 0.078ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:14:32, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139899099351312'>', IP: 127.0.0.1:12345, Execution Time: 0.721ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:14:32, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139899099351312'>', IP: 127.0.0.1:12345, Execution Time: 0.098ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:14:32, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139899099351312'>', IP: 127.0.0.1:12345, Execution Time: 0.092ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:14:32, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139899099351312'>', IP: 127.0.0.1:12345, Execution Time: 0.075ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:14:32, Query: '<MagicMock name='create_default_context().wrap_socket().recv().decode().strip()' id='139899099351312'>', IP: 127.0.0.1:12345, Execution Time: 0.084ms, Result: ERROR: FILE NOT FOUND
2025-02-21 09:28:44, Query: 'asdf', IP: 127.0.0.1:47908,        Execution Time: 0.446ms, Result: STRING NOT FOUND
2025-02-21 09:28:51, Query: '4;0;1;11;0;8;5;0;', IP: 127.0.0.1:47908,        Execution Time: 0.068ms, Result: STRING EXISTS
2025-02-21 09:28:52, Query: '4;0;1;11;0;8;5;0;', IP: 127.0.0.1:47908,        Execution Time: 0.016ms, Result: STRING EXISTS
2025-02-21 09:28:53, Query: '4;0;1;11;0;8;5;0;', IP: 127.0.0.1:47908,        Execution Time: 0.025ms, Result: STRING EXISTS
2025-02-21 09:28:53, Query: '4;0;1;11;0;8;5;0;', IP: 127.0.0.1:47908,        Execution Time: 0.026ms, Result: STRING EXISTS
2025-02-21 09:28:54, Query: '4;0;1;11;0;8;5;0;', IP: 127.0.0.1:47908,        Execution Time: 0.024ms, Result: STRING EXISTS
2025-02-21 09:45:29, Query: 'dsf', IP: 127.0.0.1:48176,        Execution Time: 0.065ms, Result: STRING NOT FOUND
2025-02-21 09:45:30, Query: 'asd', IP: 127.0.0.1:48176,        Execution Time: 0.072ms, Result: STRING NOT FOUND
2025-02-21 10:16:11, Query: 'adsf', IP: 127.0.0.1:38074,        Execution Time: 29.879ms, Result: STRING NOT FOUND
2025-02-21 10:24:04, Query: 'gf', IP: 127.0.0.1:60502,        Execution Time: 17.595ms, Result: STRING NOT FOUND
2025-02-21 10:24:08, Query: 'hgh', IP: 127.0.0.1:60502,        Execution Time: 17.152ms, Result: STRING NOT FOUND
2025-02-21 10:24:17, Query: '4;0;1;11;0;8;5;0;', IP: 127.0.0.1:60502,        Execution Time: 0.075ms, Result: STRING EXISTS
2025-02-21 10:24:21, Query: '4;0;1;11;0;8;5;0;', IP: 127.0.0.1:60502,        Execution Time: 0.064ms, Result: STRING EXISTS
2025-02-21 10:24:37, Query: '4;0;1;11;0;8;5;0;', IP: 127.0.0.1:60502,        Execution Time: 0.065ms, Result: STRING EXISTS
2025-02-21 10:24:56, Query: '4;0;1;11;0;8;5;', IP: 127.0.0.1:60502,        Execution Time: 16.069ms, Result: STRING NOT FOUND
2025-02-21 10:25:04, Query: '4;0;1;11;0;8;5;0;', IP: 127.0.0.1:60502,        Execution Time: 0.104ms, Result: STRING EXISTS
2025-02-21 10:25:20, Query: '4;0;1;11;0;8;5;0;', IP: 127.0.0.1:60502,        Execution Time: 0.117ms, Result: STRING EXISTS
2025-02-21 10:25:22, Query: '4;0;1;11;0;8;5;0;', IP: 127.0.0.1:60502,        Execution Time: 0.108ms, Result: STRING EXISTS
2025-02-21 10:25:34, Query: '4;0;1;11;0;8;5;0;', IP: 127.0.0.1:60502,        Execution Time: 0.101ms, Result: STRING EXISTS
2025-02-21 10:26:51, Query: '4;0;1;11;0;8;5;0;', IP: 127.0.0.1:60644,        Execution Time: 0.076ms, Result: STRING EXISTS
2025-02-21 10:26:58, Query: '4;0;1;11;0;8;5;0;', IP: 127.0.0.1:60644,        Execution Time: 0.109ms, Result: STRING EXISTS
2025-02-21 10:32:40, Query: 'jhj', IP: 127.0.0.1:53946,        Execution Time: 29.49ms, Result: STRING NOT FOUND
2025-02-21 10:32:53, Query: '4;0;1;11;0;8;5;0;', IP: 127.0.0.1:53946,        Execution Time: 0.017ms, Result: STRING EXISTS
2025-02-21 10:34:04, Query: '4;0;1;11;0;8;5;0;', IP: 127.0.0.1:49918,        Execution Time: 0.014ms, Result: STRING EXISTS
2025-02-21 10:34:21, Query: '4;0;1;11;0;8;5;0;', IP: 127.0.0.1:49918,        Execution Time: 0.014ms, Result: STRING EXISTS
2025-02-21 10:34:23, Query: '4;0;1;11;0;8;5;0;', IP: 127.0.0.1:49918,        Execution Time: 0.021ms, Result: STRING EXISTS
2025-02-21 10:49:20, Query: 'asdf', IP: 127.0.0.1:41528,        Execution Time: 31.132ms, Result: STRING NOT FOUND
2025-02-21 11:12:00, Query: 'ewr', IP: 127.0.0.1:51438,        Execution Time: 29.474ms, Result: STRING NOT FOUND
